time,tp_sst_1,tp_sst_2,tp_sst_3,io_sst_1,io_sst_2,io_sst_3,ao_sst_1,ao_sst_2,ao_sst_3,io_geopotential500_1,io_geopotential500_2,io_geopotential500_3,ao_geopotential500_1,ao_geopotential500_2,ao_geopotential500_3,caf_geopotential500_1,caf_geopotential500_2,caf_geopotential500_3,io_uwind200_1,io_uwind200_2,io_uwind200_3,ao_uwind200_1,ao_uwind200_2,ao_uwind200_3,caf_uwind200_1,caf_uwind200_2,caf_uwind200_3,io_vwind200_1,io_vwind200_2,io_vwind200_3,ao_vwind200_1,ao_vwind200_2,ao_vwind200_3,caf_vwind200_1,caf_vwind200_2,caf_vwind200_3
1950-03-01,-55.3927772681668,-3.2445336640054814,5.194991892240246,-42.02018977483266,9.081261813348204,-22.215539217573085,5.491762254157764,-1.1409659009139053,13.50295895021193,-25.793251881984972,54.02377077900036,-13.30088978525795,7.40695891798674,-12.950302123032674,3.2565908837535775,12.648097796791786,12.940906138603648,-2.567971949525944,15.106906499659583,-19.785867082962415,23.01471436512384,1.1015545272772558,2.8669692688961117,-10.673036906709854,-6.9030216200248695,27.327826296178195,-0.7379436034291804,-29.62119012956641,17.59230514171207,-17.18741043165145,-4.162258520164372,6.973013320488576,-8.575583184595201,-3.993902440843355,10.99838824062503,-15.913967658888444
1950-04-01,-59.80947149284868,-4.758044166028357,4.517054375562598,-51.94008501592353,15.010682969935742,-16.326795616978742,11.237299684961936,0.6932942457055606,13.558814491931521,-23.938963655619624,53.12877186512053,7.047924166138978,6.546042417839379,-2.5219228322494223,9.365116511037268,-9.308404731992816,2.429685951811389,-3.437872524636151,27.153114010246323,-26.41893373218575,2.5939414209018326,-1.5116805082658695,5.6646027663739895,-9.55638123175219,18.720622624340987,28.29135466215886,-14.757431149230516,-34.87689999036741,17.92103532511189,-39.12786190086112,-5.043286525771007,3.6523964145563452,-8.528321104792541,-4.957005007943506,4.544089218472209,-4.516937442579436
1950-05-01,-60.85632227945938,2.7956487997425636,-0.9526242118190764,-51.61411495994183,24.808730987728143,-13.903068860586439,17.38903338521422,5.642048259273858,15.312465877323081,-68.78995628706626,21.570824341110757,18.56007382105416,-18.21353673268368,-11.881354002445843,20.918115220493373,22.889448269280116,-13.249080809205537,-6.578064918611895,33.498176100809594,-41.36778161733525,-11.904145772469422,-14.303942050902752,4.040607711482359,-2.772399965259021,3.4557897876877837,21.231242173356478,-7.553661104068626,-36.57574118953943,26.922761296750775,-39.33719505503442,-25.343764751696142,1.8357821268655625,-4.420474325397956,3.677973538760722,16.011873517852113,-8.644479797525689
1950-06-01,-55.53947481449203,11.537330042855269,-6.450626199937219,-48.61724431367988,34.982295987353965,-11.484081223208745,8.467622427218984,4.723856547455533,8.717413535844873,-61.832007509463025,-16.260792754753364,23.833628210414137,-62.01788171387593,-20.940088092735508,21.558024523527862,53.25110444236079,-31.616164338153762,-13.956298850866947,18.477130609396422,-48.37027847830948,-15.957053471899592,-40.536525125681635,-7.333299429064214,-6.691938219569632,-11.669067160504799,1.085818913397902,7.256197397982798,-18.72188144991984,35.566675408677924,-52.73519029729625,-18.525234053947983,11.826071861917345,4.97166638509377,2.888185724433386,11.527599724953769,-15.737111436910372
1950-07-01,-57.30358435909382,20.605510671631425,-6.015455247731305,-40.05253622750897,42.37024079462149,-19.516967848277112,0.7796362412207742,4.61987265127215,8.791955781241711,-78.10781369697058,-30.228659688920004,28.54858305634967,-72.70875294110422,-38.555948239920085,15.313907198405005,72.86303172359754,-38.911658210493066,-20.090437129980142,5.690853459426873,-43.874051878811585,-24.304748883368724,-43.106960526070765,1.1505860155732888,4.405232091027306,-23.98047810650009,-4.605713067705938,17.701174375595446,-3.507622738397906,25.765441993551473,-35.879420812179276,-18.727602482298998,1.9951659162427269,11.169657731470984,12.07268106197775,20.976114639520098,-14.564593234548902
1950-08-01,-53.013245553943655,30.192952899803046,1.8229216017338006,-42.325255573907654,44.61926629770584,-21.523296463940426,-7.24968518981823,-0.42663401762666253,6.612170075703482,-49.65757311892064,-27.765205919646476,39.08706360714828,-46.74648945920316,-46.26330207685172,3.3524280961648736,55.64309188848616,-40.2388227443015,-10.344934492917165,20.466585796220397,-25.66592169826024,-29.100004414721063,-35.59702363955681,13.070870991660874,11.078255341355495,-11.464451817338087,-0.1677429696842978,10.10624223795267,11.650027947256415,8.047131098101412,-29.988542312525848,-10.568239146615568,-8.05318214632132,19.725332294188203,29.30087113712643,22.998909342943776,-4.099808634985699
1950-09-01,-57.704543568170664,35.400119674733666,11.131049672794237,-42.10348387932049,30.984180627426245,-24.23070545481986,-13.338013068281157,-4.060242962878435,7.963906520869438,-45.82612794769932,-13.595528500792554,31.33532674639349,-41.93996885458846,-40.16059176098081,3.6958004681707184,54.38227903514046,-31.295222469705205,-3.8560317152349555,29.566397369483216,-5.259138605446219,-22.50767981781812,-21.04642281768171,14.850642495732473,17.17414652869139,-9.665302767389232,-0.18486657175618437,0.39072023647651644,16.95119912561592,-10.233922603632548,-23.21532995100609,-17.940316102858958,-12.85135917965057,20.790066868650463,37.13684124850187,30.386507298740142,4.459935842724938
1950-10-01,-55.792962078460015,29.42017698891744,13.603372161106691,-45.93561482734172,20.15349528352931,-18.490274341112606,-20.37080886293768,-0.6706947656108404,5.2719196287039916,-37.490408162423655,40.38453888886252,12.295989113045977,-19.16495797282788,-26.87746867847639,1.686293141595653,41.79192986747969,-23.74411224261933,-0.278283287496369,56.235699691973636,-2.674930029086269,-12.054120469258368,-2.7666206901931467,18.772751902091247,12.249999280653007,-13.944779703087248,1.6655163317863397,0.3565534466115998,1.9720992725545425,-10.172331869785548,-20.217508924655178,9.31433056776817,-12.214014061443443,12.302564473843757,26.230461686264764,27.873516331735253,-4.20709721155463
1950-11-01,-63.81311084775195,15.155190480830091,9.171884513502626,-43.634078081539535,6.361739539323708,-10.242435093631627,-18.948118930474095,-3.167401146072539,1.3592835917278965,-31.356429500799948,118.6394018277077,6.822227046909068,-9.637129478349772,-4.622808367340283,4.385759893388447,-6.19505524774621,-16.769954706808225,-10.312530501569405,77.10013723846095,-0.8521263914032782,22.582878055557646,19.94359785099631,18.983735496990338,15.46903074240077,5.497090140045369,4.729136416141621,-7.6879064408499,-24.55727690714953,4.342116587020323,-10.493181949287173,29.722711805641246,-9.359693751308342,14.331494034573286,-0.27203743364308153,23.496242179888636,-20.17203308218815
1950-12-01,-63.76008079081607,-5.880839454270671,-12.643019593512701,-30.655872641564233,6.172726818973782,1.061033808353506,-11.292356211938438,-6.158163972713913,-1.8256589694680163,-52.16649222985166,158.72801810388862,16.21136818221876,22.714367393118867,14.497139927649343,-7.440413801735216,-52.50226317782244,-11.230700997566295,-16.12223782256282,78.53372106383574,-5.83003613908383,49.23412761151692,32.571046281494084,31.805373368969434,4.121622913140392,20.26816418671679,7.756298593075757,-0.683561822952119,-43.14713372931786,19.37653756263694,13.493998513448403,37.04888216272529,-10.777627337007086,-4.185421511349533,-10.771198321947878,16.892976507917947,-23.21716543727552
