mem,time,clus,dist
r1i1p1f2,1975-04-16,1,22.229125626348907
r16i1p1f2,1968-02-15,1,22.229702903297852
r11i1p1f2,1976-07-16,1,22.235757645408075
r1i1p1f2,1995-09-16,1,22.302255772530245
r16i1p1f2,1948-06-16,1,22.308284749118037
r21i1p1f2,2011-02-15,1,22.316408383322596
r1i1p1f2,1962-10-16,1,22.319131351678852
r11i1p1f2,1960-09-16,1,22.326339029867754
r26i1p1f2,1999-04-16,1,22.33489024071616
r1i1p1f2,1988-07-16,1,22.338701317031354
r11i1p1f2,1988-08-16,1,22.33971147271148
r26i1p1f2,1966-12-16,1,22.343128398368588
r1i1p1f2,2009-12-16,1,22.347103566947386
r6i1p1f2,1975-02-15,1,22.354497309218093
r21i1p1f2,1959-02-15,1,22.364302902246006
r6i1p1f2,1940-06-16,1,22.377127123068046
r16i1p1f2,1950-04-16,1,22.391928059314548
r16i1p1f2,1960-02-15,1,22.416079883376913
r21i1p1f2,1945-08-16,1,22.443048534320038
r16i1p1f2,1950-07-16,1,22.454941465691835
r26i1p1f2,2007-02-15,1,22.45847327792913
r26i1p1f2,1974-12-16,1,22.473356055679936
r1i1p1f2,1991-07-16,1,22.487388667863787
r16i1p1f2,1945-02-15,1,22.492454730217172
r26i1p1f2,1958-06-16,1,22.492784930793388
r6i1p1f2,1943-01-16,1,22.500636535737005
r21i1p1f2,2006-08-16,1,22.553841062597897
r11i1p1f2,2014-10-16,1,22.57866992869629
r1i1p1f2,1995-04-16,1,22.58530610281658
r11i1p1f2,1958-10-16,1,22.58763631133373
r26i1p1f2,2011-04-16,1,22.58793352903469
r11i1p1f2,2006-05-16,1,22.605430758829
r11i1p1f2,1955-04-16,1,22.605875212948135
r1i1p1f2,1959-01-16,1,22.606896066227918
r26i1p1f2,1978-01-16,1,22.60760597478736
r11i1p1f2,1944-07-16,1,22.621089497084014
r6i1p1f2,1962-03-16,1,22.624853000730432
r16i1p1f2,1943-04-16,1,22.62833202571918
r1i1p1f2,1969-04-16,1,22.640204374289603
r26i1p1f2,1971-09-16,1,22.64801329743571
r1i1p1f2,2014-06-16,1,22.6501726563553
r6i1p1f2,2011-06-16,1,22.666795119455422
r21i1p1f2,1983-04-16,1,22.66734465977003
r16i1p1f2,2014-03-16,1,22.673054642460027
r11i1p1f2,1970-03-16,1,22.680401389206775
r11i1p1f2,1956-08-16,1,22.68110847861358
r26i1p1f2,2010-11-16,1,22.686156881437057
r21i1p1f2,1994-05-16,1,22.69032966806223
r21i1p1f2,2008-02-15,1,22.714161442049445
r21i1p1f2,2008-08-16,1,22.717121887519482
r26i1p1f2,1978-12-16,1,22.739041169349353
r11i1p1f2,2008-05-16,1,22.74133108639435
r11i1p1f2,1971-07-16,1,22.74398010773859
r6i1p1f2,1971-08-16,1,22.77080379666641
r26i1p1f2,1979-05-16,1,22.781066818612018
r21i1p1f2,2009-09-16,1,22.793597528344268
r26i1p1f2,1975-06-16,1,22.79786507331923
r16i1p1f2,1955-10-16,1,22.80562473743144
r26i1p1f2,1964-03-16,1,22.80923499293681
r1i1p1f2,1954-02-15,1,22.824633087054785
r6i1p1f2,1999-09-16,1,22.82614371681719
r21i1p1f2,1945-02-15,1,22.835792830105195
r6i1p1f2,1962-07-16,1,22.84377451499593
r11i1p1f2,1989-07-16,1,22.845118555137116
r16i1p1f2,2012-05-16,1,22.864554588094848
r16i1p1f2,1995-08-16,1,22.87994333488667
r16i1p1f2,1985-03-16,1,22.91636853350648
r16i1p1f2,2011-04-16,1,22.919935258606092
r6i1p1f2,1949-04-16,1,22.92134120205641
r11i1p1f2,1965-02-15,1,22.940587044150934
r1i1p1f2,1977-03-16,1,22.943827659958576
r11i1p1f2,2004-12-16,1,22.950176073061414
r1i1p1f2,2013-11-16,1,22.972822129441788
r16i1p1f2,1997-04-16,1,22.995109328557426
r6i1p1f2,2005-04-16,1,22.996546557329314
r1i1p1f2,1962-09-16,1,23.04361035237092
r11i1p1f2,2007-09-16,1,23.058375530289098
r16i1p1f2,1960-01-16,1,23.08394425661074
r11i1p1f2,1955-03-16,1,23.094475308265864
r16i1p1f2,1948-08-16,1,23.111274990540124
r1i1p1f2,1940-03-16,1,23.122353241773226
r26i1p1f2,2003-09-16,1,23.125570306394142
r16i1p1f2,1999-08-16,1,23.12794375760483
r26i1p1f2,1955-08-16,1,23.144938705325746
r21i1p1f2,1987-06-16,1,23.15178546641962
r16i1p1f2,1998-11-16,1,23.15277561604206
r6i1p1f2,1990-11-16,1,23.161851327118324
r6i1p1f2,1962-08-16,1,23.18063885105082
r1i1p1f2,1965-03-16,1,23.1881357642188
r26i1p1f2,1949-02-15,1,23.189739205462264
r26i1p1f2,2006-03-16,1,23.196752121267767
r16i1p1f2,1987-12-16,1,23.202922136203075
r16i1p1f2,1958-03-16,1,23.214775144290794
r6i1p1f2,2011-03-16,1,23.224331648296168
r26i1p1f2,1995-02-15,1,23.23809746988902
r26i1p1f2,2007-07-16,1,23.24126059041786
r6i1p1f2,1944-01-16,1,23.254477983489586
r1i1p1f2,2005-01-16,1,23.255244626173052
r6i1p1f2,1986-08-16,1,23.270474949422674
r11i1p1f2,2011-12-16,1,23.310742976703104
r21i1p1f2,1952-11-16,1,23.326186402006503
r6i1p1f2,1988-05-16,1,23.32998268813338
r21i1p1f2,2007-06-16,1,23.33300635188499
r1i1p1f2,2012-04-16,1,23.360961799589695
r6i1p1f2,1988-08-16,1,23.363764472773596
r21i1p1f2,2011-07-16,1,23.36671474539657
r11i1p1f2,1999-02-15,1,23.379668310175845
r26i1p1f2,2002-09-16,1,23.390200482094272
r6i1p1f2,1951-02-15,1,23.400420003250993
r21i1p1f2,1971-02-15,1,23.40658079213999
r11i1p1f2,1966-06-16,1,23.422099129231256
r26i1p1f2,1963-04-16,1,23.423063867060794
r6i1p1f2,1992-11-16,1,23.429255442821063
r1i1p1f2,2009-01-16,1,23.442631769650287
r1i1p1f2,1976-05-16,1,23.451813604057538
r1i1p1f2,1955-12-16,1,23.455877599849043
r21i1p1f2,2011-03-16,1,23.480793611742317
r21i1p1f2,1968-07-16,1,23.494006029541776
r21i1p1f2,1966-10-16,1,23.49828471250812
r11i1p1f2,2000-12-16,1,23.5041919915609
r21i1p1f2,2003-06-16,1,23.507932856753392
r6i1p1f2,2012-01-16,1,23.51971814417211
r6i1p1f2,1986-03-16,1,23.526006578470717
r26i1p1f2,1977-04-16,1,23.531786661354253
r21i1p1f2,1949-03-16,1,23.53254102032608
r11i1p1f2,1962-06-16,1,23.532738192237154
r26i1p1f2,1994-12-16,1,23.545281767223447
r11i1p1f2,1961-08-16,1,23.556228091581858
r21i1p1f2,2001-06-16,1,23.563987320662662
r6i1p1f2,1987-11-16,1,23.577417955910768
r16i1p1f2,1975-09-16,1,23.585092790547712
r1i1p1f2,1954-01-16,1,23.587460287112044
r11i1p1f2,1944-04-16,1,23.598539612548176
r6i1p1f2,1973-01-16,1,23.60658571368739
r11i1p1f2,1991-04-16,1,23.607520898391954
r16i1p1f2,2005-09-16,1,23.612619074437312
r11i1p1f2,1973-10-16,1,23.645208853672877
r6i1p1f2,1953-06-16,1,23.659144536197807
r11i1p1f2,2012-07-16,1,23.665577880909897
r26i1p1f2,2006-04-16,1,23.66600584869097
r1i1p1f2,1962-01-16,1,23.67197955046463
r1i1p1f2,2006-09-16,1,23.703782420210324
r26i1p1f2,1984-02-15,1,23.714456778237853
r21i1p1f2,1952-10-16,1,23.731737203329516
r16i1p1f2,1988-03-16,1,23.741871909589868
r1i1p1f2,1996-07-16,1,23.766756074589573
r16i1p1f2,1999-06-16,1,23.77417546960238
r16i1p1f2,1947-09-16,1,23.78182819184686
r21i1p1f2,2009-11-16,1,23.783247136986404
r11i1p1f2,2014-05-16,1,23.785072752167753
r11i1p1f2,1979-10-16,1,23.7976719470793
r6i1p1f2,1998-06-16,1,23.80442130676298
r6i1p1f2,1976-08-16,1,23.825295354561465
r1i1p1f2,1976-03-16,1,23.839861135608853
r11i1p1f2,1969-09-16,1,23.85807472140772
r16i1p1f2,1947-03-16,1,23.862313385112614
r26i1p1f2,2006-09-16,1,23.866567270958924
r21i1p1f2,1982-08-16,1,23.87123113405321
r1i1p1f2,1980-02-15,1,23.895566212842752
r6i1p1f2,1990-12-16,1,23.895883744489023
r26i1p1f2,1950-08-16,1,23.915124239129728
r1i1p1f2,1951-06-16,1,23.915466104773525
r16i1p1f2,1958-02-15,1,23.93966355097523
r21i1p1f2,1955-06-16,1,23.94961624579868
r26i1p1f2,1970-10-16,1,23.97705129567557
r6i1p1f2,2003-10-16,1,23.983392338750505
r16i1p1f2,2001-07-16,1,23.9988878586526
r6i1p1f2,1968-10-16,1,24.024315555982003
r11i1p1f2,1982-08-16,1,24.04171913847718
r21i1p1f2,1965-10-16,1,24.04174785769613
r1i1p1f2,1988-09-16,1,24.045883526588526
r16i1p1f2,1970-04-16,1,24.059492292081092
r6i1p1f2,2003-12-16,1,24.076399796180475
r11i1p1f2,1996-08-16,1,24.106403683648388
r11i1p1f2,1990-09-16,1,24.108490633970487
r16i1p1f2,1946-07-16,1,24.118307998177087
r11i1p1f2,1999-03-16,1,24.164580212840942
r6i1p1f2,2011-01-16,1,24.167626487084675
r11i1p1f2,1985-02-15,1,24.17098558151906
r1i1p1f2,2004-03-16,1,24.175569870043454
r1i1p1f2,1976-04-16,1,24.178501309115703
r1i1p1f2,2007-08-16,1,24.18730191202503
r16i1p1f2,1942-03-16,1,24.213050579528343
r16i1p1f2,1958-08-16,1,24.22653253441019
r11i1p1f2,1959-12-16,1,24.226801016950937
r11i1p1f2,1973-06-16,1,24.228209491652983
r16i1p1f2,2011-11-16,1,24.235277458906346
r16i1p1f2,1979-02-15,1,24.248565245982494
r16i1p1f2,2008-04-16,1,24.28714584711883
r16i1p1f2,1975-08-16,1,24.28788961285052
r21i1p1f2,1953-07-16,1,24.290113104216672
r6i1p1f2,2011-05-16,1,24.295102906979352
r16i1p1f2,2008-05-16,1,24.297599358730384
r1i1p1f2,1979-07-16,1,24.302449839634132
r16i1p1f2,1983-07-16,1,24.311755708930125
r16i1p1f2,1984-08-16,1,24.313915281352628
r6i1p1f2,1973-07-16,1,24.31996882506657
r16i1p1f2,1965-10-16,1,24.323288013337763
r11i1p1f2,2012-03-16,1,24.327380889739707
r6i1p1f2,2009-10-16,1,24.330049879872064
r11i1p1f2,1997-01-16,1,24.334437367826048
r6i1p1f2,1986-02-15,1,24.337890945630217
r21i1p1f2,1990-08-16,1,24.34046142442046
r26i1p1f2,1949-05-16,1,24.344210095991542
r6i1p1f2,2014-11-16,1,24.355528521940816
r6i1p1f2,1994-01-16,1,24.381614731975016
r1i1p1f2,1995-02-15,1,24.38723387654368
r11i1p1f2,1978-03-16,1,24.39327207614851
r16i1p1f2,1992-09-16,1,24.39912940508646
r21i1p1f2,1998-12-16,1,24.430257947027634
r11i1p1f2,2004-09-16,1,24.435923995943103
r6i1p1f2,1951-09-16,1,24.43972358740717
r21i1p1f2,1991-08-16,1,24.451009252863948
r11i1p1f2,1941-04-16,1,24.4525129699803
r21i1p1f2,1990-12-16,1,24.475480492252707
r21i1p1f2,1948-04-16,1,24.4833494735899
r16i1p1f2,1965-12-16,1,24.49231376275549
r21i1p1f2,1982-05-16,1,24.501878617890696
r16i1p1f2,1947-01-16,1,24.50843199895034
r1i1p1f2,2000-01-16,1,24.517482175958477
r1i1p1f2,1951-05-16,1,24.529446943272653
r11i1p1f2,1950-04-16,1,24.53318875757458
r1i1p1f2,1952-02-15,1,24.56022975556532
r16i1p1f2,2012-08-16,1,24.56136601478788
r16i1p1f2,1968-03-16,1,24.562356462786664
r26i1p1f2,1943-02-15,1,24.575074060331364
r21i1p1f2,2008-10-16,1,24.578694996048096
r1i1p1f2,1976-01-16,1,24.608622599854467
r16i1p1f2,1994-09-16,1,24.613234626177952
r26i1p1f2,1977-06-16,1,24.62726661764223
r11i1p1f2,1957-08-16,1,24.637158385412203
r16i1p1f2,2007-05-16,1,24.64530482718622
r1i1p1f2,2013-09-16,1,24.665897160101228
r16i1p1f2,1966-08-16,1,24.669688020154034
r26i1p1f2,1947-09-16,1,24.672519725885028
r1i1p1f2,1971-04-16,1,24.673920684009538
r26i1p1f2,1994-11-16,1,24.676067123035054
r11i1p1f2,2012-01-16,1,24.678792687012727
r1i1p1f2,1961-12-16,1,24.688793793472644
r6i1p1f2,1990-07-16,1,24.71018411350163
r16i1p1f2,1962-06-16,1,24.710702872018516
r11i1p1f2,1979-02-15,1,24.716432796845165
r26i1p1f2,1985-02-15,1,24.73113948971284
r26i1p1f2,1952-10-16,1,24.749915005953664
r26i1p1f2,1994-01-16,1,24.75506771666192
r26i1p1f2,1995-01-16,1,24.763150647203652
r6i1p1f2,1990-08-16,1,24.779910475998115
r21i1p1f2,1969-04-16,1,24.780610373919114
r1i1p1f2,1998-03-16,1,24.786597276912165
r1i1p1f2,1956-01-16,1,24.78669908967525
r26i1p1f2,1967-09-16,1,24.794005632439575
r1i1p1f2,2008-06-16,1,24.798826564189547
r1i1p1f2,1958-05-16,1,24.801758557467842
r16i1p1f2,1992-05-16,1,24.856314255945016
r26i1p1f2,1962-08-16,1,24.86016401861267
r6i1p1f2,1961-06-16,1,24.878190091692886
r16i1p1f2,1988-10-16,1,24.905399991543323
r6i1p1f2,1948-07-16,1,24.90753605237075
r1i1p1f2,1941-08-16,1,24.912049722108595
r6i1p1f2,1983-06-16,1,24.912565831518386
r6i1p1f2,1972-12-16,1,24.924473509872193
r6i1p1f2,1964-02-15,1,24.927941179754995
r26i1p1f2,1951-03-16,1,24.930842928714434
r11i1p1f2,1997-07-16,1,24.945883523290323
r21i1p1f2,1982-06-16,1,24.94621342540552
r16i1p1f2,1957-12-16,2,9.963610547288008
r11i1p1f2,1956-04-16,2,11.047770254664554
r26i1p1f2,1952-05-16,2,11.219587012776058
r21i1p1f2,1949-05-16,2,11.315159988458502
r1i1p1f2,1940-06-16,2,11.44502877162764
r21i1p1f2,1987-03-16,2,11.564343578263852
r16i1p1f2,1985-02-15,2,11.74613048285319
r6i1p1f2,2001-03-16,2,11.962985684329812
r6i1p1f2,1941-01-16,2,12.03307559775065
r21i1p1f2,1973-02-15,2,12.143267004662546
r6i1p1f2,1977-01-16,2,12.239714085557699
r26i1p1f2,2001-02-15,2,12.444453489460695
r6i1p1f2,1966-07-16,2,12.470526947497744
r16i1p1f2,1961-02-15,2,12.578780574928606
r26i1p1f2,1952-06-16,2,12.617435345319127
r6i1p1f2,1948-02-15,2,12.686542812984582
r21i1p1f2,1984-09-16,2,12.803698581487625
r16i1p1f2,1951-03-16,2,12.894311382760073
r26i1p1f2,1945-11-16,2,12.955728021754954
r11i1p1f2,1962-05-16,2,12.976655603672722
r16i1p1f2,1961-07-16,2,13.13446843484976
r21i1p1f2,1949-06-16,2,13.28977162846944
r21i1p1f2,1945-10-16,2,13.306644241533638
r26i1p1f2,2005-07-16,2,13.420763521615724
r11i1p1f2,1968-02-15,2,13.473801264587985
r6i1p1f2,2004-10-16,2,13.492909267562169
r11i1p1f2,1999-05-16,2,13.498839767084245
r26i1p1f2,1957-07-16,2,13.501181787099249
r16i1p1f2,1951-11-16,2,13.5320107925458
r21i1p1f2,1954-12-16,2,13.535913784158968
r11i1p1f2,1962-04-16,2,13.549842538376847
r16i1p1f2,1993-11-16,2,13.565089711063314
r1i1p1f2,1963-11-16,2,13.58657231406732
r1i1p1f2,1968-01-16,2,13.599834989941053
r21i1p1f2,1996-04-16,2,13.62597830783051
r11i1p1f2,1945-10-16,2,13.629605192359143
r16i1p1f2,1949-03-16,2,13.757735362027566
r26i1p1f2,1969-01-16,2,13.79823985843483
r1i1p1f2,2002-08-16,2,13.79829464582264
r1i1p1f2,2002-03-16,2,13.866836004022941
r16i1p1f2,1997-08-16,2,13.873593916722609
r21i1p1f2,1998-06-16,2,13.88629033163376
r6i1p1f2,1974-02-15,2,13.890784813164
r11i1p1f2,1942-11-16,2,13.90493291115564
r6i1p1f2,2004-12-16,2,13.925379823431319
r6i1p1f2,1981-01-16,2,13.935109205632054
r11i1p1f2,1962-03-16,2,13.958310564698905
r16i1p1f2,1951-01-16,2,13.978934637546393
r1i1p1f2,1967-11-16,2,14.061554374724468
r1i1p1f2,1983-08-16,2,14.07089951123943
r6i1p1f2,1941-02-15,2,14.10063968825856
r1i1p1f2,1964-01-16,2,14.110121589688532
r11i1p1f2,1945-11-16,2,14.206335474922419
r16i1p1f2,1962-01-16,2,14.24094393377617
r6i1p1f2,1946-02-15,2,14.318372039081234
r6i1p1f2,1980-10-16,2,14.373355547526348
r6i1p1f2,1973-11-16,2,14.402498813499083
r1i1p1f2,1956-11-16,2,14.406288370474604
r11i1p1f2,1977-12-16,2,14.414258586304467
r21i1p1f2,1965-02-15,2,14.42027480376423
r21i1p1f2,1946-02-15,2,14.433683052187401
r26i1p1f2,1942-11-16,2,14.450126758637198
r6i1p1f2,1976-12-16,2,14.482861487150183
r11i1p1f2,1945-12-16,2,14.489726845942563
r11i1p1f2,1981-12-16,2,14.50330998085693
r21i1p1f2,1945-11-16,2,14.544704946248372
r26i1p1f2,2010-04-16,2,14.649110706896238
r26i1p1f2,1947-05-16,2,14.651349365304023
r16i1p1f2,1954-11-16,2,14.659558632516092
r21i1p1f2,1993-01-16,2,14.685390143245137
r1i1p1f2,1940-05-16,2,14.711287681765851
r1i1p1f2,1963-12-16,2,14.72419253328403
r26i1p1f2,1969-07-16,2,14.743714106486303
r16i1p1f2,2002-07-16,2,14.752341254335917
r6i1p1f2,2008-06-16,2,14.757637570401354
r6i1p1f2,1960-04-16,2,14.763208222155864
r21i1p1f2,1988-06-16,2,14.806518145914206
r6i1p1f2,1980-11-16,2,14.811213007291876
r21i1p1f2,1952-08-16,2,14.846069278801481
r16i1p1f2,1942-08-16,2,14.874590868963073
r11i1p1f2,1992-11-16,2,14.895070724558009
r1i1p1f2,1984-03-16,2,14.909437271255088
r21i1p1f2,1964-03-16,2,14.930631509403005
r26i1p1f2,1978-04-16,2,14.956921106167693
r21i1p1f2,1954-08-16,2,14.965431785970308
r6i1p1f2,1942-12-16,2,14.987140194228187
r26i1p1f2,2000-12-16,2,15.016269044783003
r21i1p1f2,1972-05-16,2,15.01660875200902
r1i1p1f2,1980-08-16,2,15.022888479054371
r26i1p1f2,1968-09-16,2,15.030089213322466
r21i1p1f2,1973-03-16,2,15.036457824941609
r26i1p1f2,1957-08-16,2,15.03849741571032
r21i1p1f2,2014-01-16,2,15.04343434229076
r21i1p1f2,1964-04-16,2,15.06535166113368
r6i1p1f2,1940-11-16,2,15.065765770982885
r11i1p1f2,1945-02-15,2,15.11278839538877
r6i1p1f2,1942-02-15,2,15.12291852612915
r26i1p1f2,1971-10-16,2,15.124154428813648
r1i1p1f2,2002-04-16,2,15.155178701005639
r21i1p1f2,1955-01-16,2,15.170784931551028
r16i1p1f2,1973-11-16,2,15.171756331066781
r6i1p1f2,1975-04-16,2,15.173100501101475
r26i1p1f2,1946-11-16,2,15.209532545075275
r11i1p1f2,1944-12-16,2,15.245717265434727
r1i1p1f2,2006-02-15,2,15.250698815054532
r21i1p1f2,1964-02-15,2,15.280550379583897
r6i1p1f2,1980-12-16,2,15.296615704826497
r11i1p1f2,1982-01-16,2,15.301043477335181
r26i1p1f2,1978-02-15,2,15.3655120284915
r26i1p1f2,2000-03-16,2,15.367409802984811
r26i1p1f2,1977-02-15,2,15.3691657174375
r21i1p1f2,1960-02-15,2,15.386696332384904
r16i1p1f2,1967-07-16,2,15.390235549633715
r11i1p1f2,1986-08-16,2,15.408898227047976
r21i1p1f2,1987-09-16,2,15.410425227431816
r11i1p1f2,1959-10-16,2,15.411862715546492
r6i1p1f2,1953-12-16,2,15.439573173172034
r1i1p1f2,1976-07-16,2,15.459000823579341
r26i1p1f2,1993-11-16,2,15.504996445567249
r11i1p1f2,2001-03-16,2,15.528820049823125
r1i1p1f2,2003-08-16,2,15.553263526482748
r6i1p1f2,1953-11-16,2,15.555421164220725
r1i1p1f2,1970-02-15,2,15.568328215436415
r11i1p1f2,1981-11-16,2,15.592529511264518
r21i1p1f2,1991-06-16,2,15.630695111049766
r21i1p1f2,1982-02-15,2,15.646547854095594
r6i1p1f2,1963-12-16,2,15.662636231317904
r6i1p1f2,1960-12-16,2,15.662703745247866
r6i1p1f2,1944-09-16,2,15.69478078399088
r21i1p1f2,1983-11-16,2,15.71400131198754
r6i1p1f2,1992-02-15,2,15.715825303664653
r16i1p1f2,1986-10-16,2,15.724391364797253
r1i1p1f2,1982-12-16,2,15.725119133769223
r26i1p1f2,2014-04-16,2,15.727205962352203
r11i1p1f2,1966-09-16,2,15.746056586309486
r26i1p1f2,2000-01-16,2,15.74737454717762
r16i1p1f2,1961-12-16,2,15.749003528038184
r26i1p1f2,2013-04-16,2,15.751988256626419
r16i1p1f2,1957-07-16,2,15.771146021810159
r21i1p1f2,1976-01-16,2,15.777189066940224
r26i1p1f2,2012-12-16,2,15.782437901057827
r11i1p1f2,1953-11-16,2,15.799153742011553
r11i1p1f2,2005-05-16,2,15.807178651131201
r21i1p1f2,1974-11-16,2,15.817916554548392
r1i1p1f2,1953-10-16,2,15.81932568427964
r16i1p1f2,1963-09-16,2,15.844452232381624
r6i1p1f2,1992-05-16,2,15.90033585103788
r6i1p1f2,1971-12-16,2,15.906771415022911
r16i1p1f2,1967-03-16,2,15.913645490702606
r11i1p1f2,1991-03-16,2,15.959461471896832
r26i1p1f2,1964-05-16,2,15.970856367243304
r1i1p1f2,1956-12-16,2,15.975321443748376
r16i1p1f2,1945-03-16,2,15.986965400988828
r16i1p1f2,1951-12-16,2,16.004153566798742
r21i1p1f2,1973-07-16,2,16.014376125497797
r21i1p1f2,1975-01-16,2,16.079168258792095
r16i1p1f2,1986-11-16,2,16.08571710698053
r6i1p1f2,1991-08-16,2,16.08766282422661
r1i1p1f2,1968-08-16,2,16.105270609054042
r26i1p1f2,1960-05-16,2,16.136918861517028
r6i1p1f2,2005-01-16,2,16.14453192636132
r26i1p1f2,1968-12-16,2,16.148672862033838
r21i1p1f2,1964-05-16,2,16.159009626266737
r21i1p1f2,1958-06-16,2,16.16548200772088
r1i1p1f2,1995-11-16,2,16.166272950141995
r11i1p1f2,1962-12-16,2,16.17178747489231
r6i1p1f2,1980-08-16,2,16.179592862435246
r26i1p1f2,2010-05-16,2,16.183093649939526
r16i1p1f2,1940-10-16,2,16.18392288900316
r21i1p1f2,1988-04-16,2,16.192867873486392
r6i1p1f2,2004-11-16,2,16.19610701859641
r1i1p1f2,1970-03-16,2,16.203329670521516
r16i1p1f2,1955-01-16,2,16.205230802843985
r6i1p1f2,1968-11-16,2,16.214397133473195
r1i1p1f2,1941-05-16,2,16.215865411475505
r21i1p1f2,1962-06-16,2,16.2209175238385
r26i1p1f2,1955-04-16,2,16.244318904166196
r21i1p1f2,1990-01-16,2,16.244830821476715
r16i1p1f2,2014-12-16,2,16.254198154644744
r6i1p1f2,1975-03-16,2,16.278477359262894
r21i1p1f2,1963-07-16,2,16.285097673612334
r1i1p1f2,1980-09-16,2,16.287311223804128
r1i1p1f2,1948-03-16,2,16.288760565878036
r6i1p1f2,1941-07-16,2,16.29187353930258
r26i1p1f2,2000-11-16,2,16.292461826436835
r16i1p1f2,1995-06-16,2,16.32253424903487
r21i1p1f2,1963-06-16,2,16.340423487145166
r21i1p1f2,1991-03-16,2,16.355819590014942
r26i1p1f2,1955-03-16,2,16.365252280951502
r21i1p1f2,1964-12-16,2,16.370578914151118
r26i1p1f2,1984-06-16,2,16.37872492893783
r16i1p1f2,1993-10-16,2,16.381743666171307
r11i1p1f2,1974-03-16,2,16.402300890162213
r6i1p1f2,1995-08-16,2,16.413631917931838
r21i1p1f2,1959-12-16,2,16.438186569626136
r11i1p1f2,1957-11-16,2,16.4550421380768
r11i1p1f2,1984-12-16,2,16.464549958378296
r26i1p1f2,1979-12-16,2,16.528921177617583
r11i1p1f2,1961-04-16,2,16.589268084524495
r21i1p1f2,1987-10-16,2,16.604383248711247
r1i1p1f2,1987-12-16,2,16.616300173154475
r6i1p1f2,2008-05-16,2,16.617271258124166
r21i1p1f2,1996-05-16,2,16.631871365800762
r6i1p1f2,1963-11-16,2,16.638978442100115
r21i1p1f2,1946-04-16,2,16.64124680289198
r1i1p1f2,2006-01-16,2,16.653599361099445
r1i1p1f2,2005-09-16,2,16.66161065697163
r21i1p1f2,1946-01-16,2,16.666588056765242
r1i1p1f2,1961-06-16,2,16.67453860236062
r6i1p1f2,1960-03-16,2,16.68028285598768
r16i1p1f2,1947-08-16,2,16.695143452022315
r6i1p1f2,1964-03-16,2,16.725735841705234
r1i1p1f2,1967-10-16,2,16.726022827638538
r26i1p1f2,2010-01-16,2,16.735724282810438
r6i1p1f2,2012-03-16,2,16.73874863615382
r11i1p1f2,1991-02-15,2,16.753154269696328
r6i1p1f2,1946-04-16,2,16.753222615195515
r26i1p1f2,1977-11-16,2,16.762940912841543
r1i1p1f2,1978-01-16,2,16.76573500873653
r6i1p1f2,1946-05-16,2,16.772811055264658
r21i1p1f2,2009-07-16,2,16.80140176627642
r1i1p1f2,1944-03-16,2,16.80324383440972
r11i1p1f2,1956-09-16,2,16.804693445424245
r21i1p1f2,1947-08-16,2,16.811609676341885
r6i1p1f2,1946-01-16,2,16.815026768388872
r6i1p1f2,1985-12-16,2,16.823216998250253
r11i1p1f2,1945-01-16,2,16.827416405536695
r1i1p1f2,1960-04-16,2,16.829435529463172
r6i1p1f2,2009-01-16,2,16.832418901733355
r26i1p1f2,1983-11-16,2,16.83324212422836
r21i1p1f2,1993-11-16,2,16.882833610451428
r11i1p1f2,1989-02-15,2,16.89838973051785
r6i1p1f2,1999-11-16,2,16.90289816673704
r11i1p1f2,1957-09-16,2,16.908654699008657
r26i1p1f2,1990-06-16,2,16.90959228511606
r1i1p1f2,2011-02-15,2,16.910139196199747
r6i1p1f2,2004-09-16,2,16.911116484503427
r6i1p1f2,1993-01-16,2,16.926800485613523
r11i1p1f2,1999-06-16,2,16.935470856318844
r16i1p1f2,1941-09-16,2,16.964247307657402
r21i1p1f2,1940-11-16,2,16.97469326158125
r1i1p1f2,1992-01-16,2,16.976183121856756
r11i1p1f2,2005-03-16,2,16.979400331157088
r1i1p1f2,2009-02-15,2,16.980106497681273
r21i1p1f2,1989-12-16,2,16.992382500695047
r26i1p1f2,1982-12-16,2,17.00805444953612
r6i1p1f2,1949-10-16,2,17.037254683755307
r16i1p1f2,1957-11-16,2,17.042653544169596
r6i1p1f2,1973-12-16,2,17.04828161133451
r26i1p1f2,1942-12-16,2,17.05515821274795
r11i1p1f2,1980-06-16,2,17.06623403122308
r26i1p1f2,1955-02-15,2,17.071161630542235
r1i1p1f2,1941-10-16,2,17.079414388121325
r1i1p1f2,1968-06-16,2,17.083848026270754
r26i1p1f2,2010-06-16,2,17.084444738672378
r1i1p1f2,2001-06-16,2,17.085631827816663
r26i1p1f2,1952-04-16,2,17.086613235389652
r16i1p1f2,1993-02-15,2,17.090308579970834
r11i1p1f2,1992-10-16,2,17.110884244945566
r16i1p1f2,2013-06-16,2,17.119582591813735
r21i1p1f2,1985-02-15,2,17.134239682379896
r11i1p1f2,2001-08-16,2,17.144638148623688
r21i1p1f2,1998-11-16,2,17.185835539899674
r6i1p1f2,1947-12-16,2,17.203241209228146
r16i1p1f2,1975-11-16,2,17.20402217666175
r1i1p1f2,1967-09-16,2,17.216961489608785
r11i1p1f2,1966-10-16,2,17.21720214861364
r21i1p1f2,1981-09-16,2,17.22962437966676
r1i1p1f2,1982-11-16,2,17.25898347801322
r21i1p1f2,1965-01-16,2,17.263517043667207
r1i1p1f2,2009-08-16,2,17.263917297045293
r6i1p1f2,1974-01-16,2,17.27147920945014
r6i1p1f2,1981-02-15,2,17.27960638834617
